name,year,km_driven,mileage,engine,max_power,selling_price
Tata Tiago 2019-2020 XZ Plus Dual Tone,2019,3500,23.84,1199,83.83,450000
Ford Figo 1.5D Trend MT,2017,56000,25.83,1498,99,495000
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,215000,12.99,2494,100,830000
Mahindra XUV500 W6 2WD,2012,40000,15.1,2179,140,800000
Maruti Ritz VDi,2013,120000,23.2,1248,73.94,300000
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2003,120000,10.5,2179,120,200000
Honda Brio 1.2 S MT,2017,30400,18.5,1198,86.8,480000
Honda BR-V i-DTEC VX MT,2017,24000,21.9,1498,98.6,950000
Honda BR-V i-VTEC VX MT,2017,30646,15.4,1497,117.3,840000
Hyundai Verna 1.6 CRDi S,2017,15000,23.9,1582,126.2,800000
Volkswagen Vento 1.5 TDI Comfortline,2017,50000,22.27,1498,108.6,750000
Hyundai EON Era Plus,2017,34000,21.1,814,55.2,254999
Maruti Ertiga SHVS ZDI Plus,2016,54000,24.52,1248,88.5,725000
Mercedes-Benz B Class B200 CDI Sport,2016,40000,19.7,2143,134.1,1859000
Chevrolet Beat LT,2012,120000,18.6,1199,79.4,145000
Tata Nexon 1.2 Revotron XM,2018,15000,17,1198,108.5,750000
Volkswagen Ameo 1.5 TDI Comfortline AT,2017,50000,22,1498,108.5,655000
Ford Figo Diesel ZXI,2011,84000,20,1399,68,210000
Honda City 1.5 E MT,2011,50000,17,1497,118,450000
Hyundai Santro Sportz AMT BSIV,2019,25000,20.3,1086,68,466000
Ford Figo 1.5D Titanium MT,2015,52000,25.83,1498,99,580000
Hyundai Santro Sportz BSIV,2019,18500,20.3,1086,68,430000
Tata Indigo CS eLX BS IV,2012,50000,23.03,1396,69,155000
Datsun RediGO 1.0 S,2017,35000,22.5,999,67,240000
Toyota Etios G,2016,15500,16.78,1496,88.73,540000
Tata Indigo CS LX (TDI) BS III,2013,120000,19.09,1396,69,250000
Tata Indigo eCS VX BSIV,2012,60000,25,1396,69,260000
Mahindra Scorpio LX,2011,80000,12.05,2179,120,550000
Ford Ecosport 1.0 Ecoboost Titanium Optional,2014,43011,18.88,999,123.37,550000
Renault Duster 110PS Diesel RxL,2015,136000,19.01,1461,108.45,600000
Ford Figo Aspire 1.5 TDCi Titanium,2017,15000,25.83,1498,99,550000
Mahindra Bolero SLX,2011,110000,13.6,2523,63,370000
Hyundai i10 Magna 1.1L,2008,100000,19.81,1086,68.05,250000
Maruti Alto LXi BSIII,2005,70000,19.7,796,46.3,125000
Tata Indica Vista Aqua 1.4 TDI,2010,110000,17,1405,71,200000
Honda WR-V i-DTEC S,2017,127991,25.5,1498,98.6,675000
Mitsubishi Lancer 2.0 GLd,1999,198000,14.8,1998,68,150000
Tata Indigo eCS GLX,2010,65000,15.64,1193,64.1,290000
Maruti Ciaz 1.3 Zeta,2018,20000,28.09,1248,88.5,889000
Volkswagen Ameo 1.2 MPI Comfortline,2016,60000,17,1198,73.75,400000
Renault KWID RXT Optional,2018,13120,25.17,799,53.3,390000
Jeep Compass 2.0 Longitude BSIV,2017,87500,17.1,1956,170,1550000
Hyundai Verna 1.6 SX CRDi (O),2014,125000,22.32,1582,126.32,600000
Hyundai Elite i20 Asta Option CVT BSIV,2018,25000,17.4,1197,81.86,800000
Maruti Ertiga ZDI,2013,120000,20.77,1248,88.8,600000
Hyundai Verna 1.6 VTVT SX,2015,35000,17.01,1591,121.3,795000
Hyundai i20 Asta Option 1.4 CRDi,2016,25000,22.54,1396,88.73,735000
Skoda Octavia L and K 1.9 TDI MT,2005,120000,16.4,1896,90,250000
Renault KWID AMT,2018,25000,24.04,999,67,400000
Hyundai Accent CRDi,2005,79000,13.1,1493,82,130000
Renault Lodgy 85PS RxE,2015,125000,21.04,1461,83.8,600000
Mahindra Xylo D2 BSIV,2014,140000,14,2489,95,395000
Hyundai i20 Active 1.4 SX,2016,80000,21.19,1396,88.73,720000
Honda City S,2011,110000,16.8,1497,116.4,450000
Ford Figo Aspire 1.2 Ti-VCT Titanium,2018,25000,18.16,1196,86.8,700000
Honda Mobilio RS Option i DTEC,2015,46000,24.5,1498,98.6,1000000
Hyundai Santro Magna,2020,1000,20.3,1086,68.07,500000
Maruti 800 AC BSII,2007,60000,16.1,796,37,125000
Renault Lodgy 85PS RxZ,2015,80000,21.04,1461,83.8,690000
Jeep Compass 2.0 Limited,2017,120000,17.1,1956,170,1550000
Tata Indica V2 1.2 GLE BSIII,2013,110000,15.3,1193,65.3,170000
Fiat Linea Emotion (Diesel),2010,110000,20.4,1248,91.7,275000
Toyota Innova 2.5 V Diesel 8-seater,2007,200000,12.8,2494,102,500000
Volkswagen Jetta 2.0L TDI Highline,2013,80000,19.33,1968,138.1,950000
Maruti Swift Dzire ZDI,2019,24000,28.4,1248,74.02,802999
Maruti Swift Dzire VDI,2013,150000,23.4,1248,74,470000
Renault KWID RXT,2015,60000,25.17,799,53.3,300000
Renault Duster 110PS Diesel RxL,2014,116000,19.01,1461,108.45,600000
Ford Figo Diesel Celebration Edition,2013,104300,20,1399,68.1,275000
Mahindra KUV 100 D75 K8,2018,30000,25.32,1198,77,700000
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,33000,11.3,2987,254.8,3250000
Volkswagen Ameo 1.5 TDI Comfortline,2020,25000,21.66,1498,108.62,800000
Audi A6 2.0 TDI,2014,60000,17.68,1968,174.33,2200000
Hyundai Verna CRDi SX ABS,2007,121000,18.1,1493,110,245000
Hyundai Verna CRDi SX,2010,120000,16.8,1493,110,310000
Hyundai Verna CRDi SX ABS,2007,120000,18.1,1493,110,245000
Volkswagen Polo Petrol Comfortline 1.2L,2011,110000,16.47,1198,73.9,450000
Volkswagen Jetta 2.0L TDI Highline AT,2013,84000,16.96,1968,138.03,850000
Honda CR-V 2.4 4WD AT,2004,120000,10.1,2354,152,325000
Maruti Swift VDI,2013,100000,22.9,1248,74,409999
Volvo XC60 Inscription D5 BSIV,2018,50000,11.2,1969,235,5500000
Hyundai Creta 1.6 CRDi SX Option,2015,73500,19.67,1582,126.2,1000000
Hyundai Xcent 1.1 CRDi SX,2016,34000,24.4,1120,71,590000
Nissan Kicks XV D BSIV,2019,23000,20.45,1461,108.5,1200000
Ford Fiesta 1.4 SXi TDCi ABS,2008,163000,17.8,1399,68,175000
Chevrolet Optra Magnum 2.0 LT,2011,119000,16.52,1991,123.7,300000
Toyota Innova Crysta 2.8 ZX AT BSIV,2017,50000,11.36,2755,171.5,2175000
Honda City i-DTEC VX,2019,10500,25.6,1498,97.9,1110000
Mitsubishi Lancer 2.0 LXd,2000,280000,14.8,1998,68,150000
Volkswagen Vento Diesel Highline,2013,155000,20.54,1598,103.6,325000
Ford Fiesta 1.4 SXi TDCi ABS,2010,163000,17.8,1399,68,325000
Honda City 2017-2020 GXi,2008,75000,17.7,1497,78,280000
Honda City i DTec E,2016,80000,26,1498,98.6,765000
Honda City i DTEC V,2014,120000,26,1498,98.6,640000
Tata Indica V2 DLE BSIII,2007,120000,17.88,1396,52.8,65000
Skoda Octavia Ambiente 1.9 TDI MT,2007,175000,18.7,1896,66,195000
Maruti Alto 800 LXI,2017,15000,24.7,796,47.3,295000
Maruti Swift Dzire ZDI,2012,100000,23.4,1248,74,625000
Maruti Wagon R LX Minor,2009,80000,18.9,998,67.1,160000
Maruti Celerio VXI,2015,84000,23.1,998,67.04,330000
Ford Figo Petrol LXI,2010,50000,15.6,1196,70,180000
Maruti Omni 8 Seater BSIV,2012,35000,14,796,35,150000
Hyundai i10 Era,2011,30000,19.81,1086,68.05,300000
Hyundai i20 1.2 Asta Dual Tone,2018,2388,18.6,1197,81.83,730000
Maruti Vitara Brezza LDi,2017,16200,24.3,1248,88.5,650000
Maruti Alto 800 CNG LXI Optional,2019,10000,33.44,796,40.3,330000
Maruti Alto K10 VXI Airbag,2019,15000,23.95,998,67.1,366000
Hyundai Verna VTVT 1.6 SX Option,2019,5000,17,1591,121.3,1149000
Datsun GO D,2016,42000,20.63,1198,67,150000
Hyundai Santro Xing GL Plus,2013,120000,17.92,1086,62.1,187000
Tata Safari DICOR 2.2 LX 4x2,2011,60000,13.93,2179,138.03,425000
Maruti 800 Std,2012,76000,16.1,796,37,150000
Ford Aspire Trend Plus,2018,15000,20.4,1194,94.93,620000
Skoda Octavia L and K 1.9 TDI (MT),2007,100000,16.6,1896,122.4,250000
Hyundai Verna 1.6 SX VTVT AT,2012,83000,15.74,1591,121.3,475000
Chevrolet Cruze LTZ AT,2016,67600,14.81,1998,163.7,750000
Mitsubishi Pajero Sport Anniversary Edition,2015,160000,13.5,2477,178,1250000
Hyundai EON Era Plus,2014,80000,21.1,814,55.2,250000
Honda Amaze VX i-DTEC,2013,100000,25.8,1498,98.6,445000
Volkswagen Jetta 2.0 TDI Comfortline,2010,100000,15,1896,105,400000
Hyundai i20 1.4 CRDi Era,2010,90000,23,1396,90,350000
Skoda Rapid Ultima 1.6 TDI Elegance,2012,140000,20.5,1598,103.5,295000
Maruti Swift Dzire VXI 1.2,2018,25000,21.21,1197,81.8,600000
Toyota Innova Crysta 2.4 GX MT 8S BSIV,2018,20000,13.68,2393,147.8,1650000
Maruti 800 AC,2012,30000,16.1,796,37,100000
Ford Aspire Trend Plus,2018,13000,20.4,1194,94.93,690000
Hyundai i20 1.2 Asta,2018,42000,18.6,1197,81.83,710000
Hyundai EON 1.0 Kappa Magna Plus Optional,2018,10000,20.3,998,68.05,350000
Maruti Alto K10 2010-2014 VXI,2012,13000,20.92,998,67.1,220000
Renault Triber RXZ BSIV,2019,6500,20,999,72,700000
Hyundai EON Magna Plus,2013,49500,21.1,814,55.2,198000
Hyundai i20 1.4 CRDi Sportz,2011,50000,23,1396,90,350000
Maruti Baleno Alpha 1.2,2016,35000,21.4,1197,83.1,650000
Mahindra Verito 1.5 D4 BSIV,2015,120000,21.03,1461,65,380000
Tata Zest Revotron 1.2 XT,2014,50000,17.57,1193,88.7,360000
Skoda Rapid 1.6 MPI Elegance,2012,116000,15,1598,103.5,385000
Hyundai Verna 1.6 SX CRDi (O),2012,110000,22.32,1582,126.32,590000
Mahindra XUV500 W4,2013,70000,15.1,2179,140,750000
Fiat Grande Punto 1.3 Emotion (Diesel),2011,100000,20.3,1248,75,254999
Hyundai Grand i10 SportZ Edition,2015,20000,18.9,1197,81.86,499000
Maruti Swift Dzire AMT ZDI Plus,2018,60000,28.4,1248,74.02,730000
Honda Jazz 1.5 V i DTEC,2016,30000,27.3,1498,98.6,650000
Renault Pulse RxL,2012,75000,23.08,1461,63.12,220000
Tata Indica V2 DLS TC,2006,110000,16.8,1405,62,100000
Hyundai Accent GLS 1.6,2004,120000,14.4,1599,94,110000
Tata Indica Vista Aqua 1.4 TDI,2009,48000,17,1405,71,152000
Maruti Ignis Zeta AMT,2020,5000,20.89,1197,81.8,600000
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2016,120000,13.58,2499,72.4,620000
Toyota Platinum Etios 1.4 GXD,2018,116000,23.59,1364,67.05,780000
Maruti Swift LXI,2020,1000,21.21,1197,81.8,445000
Hyundai Xcent 1.2 VTVT S AT,2018,15000,17.36,1197,81.86,575000
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018,5000,25.1,1248,88.5,975000
Tata Tiago 2019-2020 XZ Plus Dual Tone,2019,3500,23.84,1199,83.83,450000
Ford Figo 1.5D Titanium MT,2015,80000,25.83,1498,99,480000
Maruti Omni MPI STD BSIII 8-STR W/ IMMOBILISER,2008,48676,19.7,796,35,110000
BMW 6 Series GT 630d Luxury Line,2018,30000,17.09,2993,261.4,5830000
Hyundai i20 1.2 Magna Executive,2014,72000,18.6,1197,81.83,415000
Maruti Swift VXI BSIV,2015,51000,22,1197,81.8,475000
Maruti Ignis Zeta,2017,29000,20.89,1197,81.8,525000
Maruti Wagon R VXI 1.2,2015,28000,20.52,1197,81.8,365000
Maruti Swift VDI BSIV,2011,97000,25.2,1248,74,375000
Maruti Swift Dzire VDI,2018,59000,28.4,1248,74.02,765000
Maruti Swift Dzire VDI,2019,27000,28.4,1248,74.02,770000
Renault KWID RXT,2018,30000,25.17,799,53.3,350000
Mahindra Scorpio 1.99 S6 Plus,2015,70000,15.4,1997,120,875000
Mahindra XUV500 W6 2WD,2014,69000,15.1,2179,140,780000
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,15000,25.1,1248,88.5,990000
Maruti Swift Dzire VDI,2019,35700,28.4,1248,74.02,800000
Hyundai Verna 1.6 SX,2012,120000,22.32,1582,126.32,350000
Volkswagen Polo Diesel Comfortline 1.2L,2013,120000,22.07,1199,73.9,325000
Volkswagen Polo Diesel Comfortline 1.2L,2013,80000,22.07,1199,73.9,360000
Maruti Alto K10 2010-2014 VXI,2010,120000,20.92,998,67.1,148000
Maruti Baleno Delta 1.3,2017,36000,27.39,1248,74,670000
Toyota Etios Liva GD,2014,120000,23.59,1364,67.04,430999
Maruti Omni E MPI STD BS IV,2017,9000,16.8,796,34.2,260000
Tata Nano Lx BSIV,2012,50000,25.4,624,37.48,70000
Renault KWID Climber 1.0 MT BSIV,2019,35000,23.01,999,67,300000
Mahindra Xylo E4,2011,130000,14,2498,112,150000
Ford Figo Diesel Titanium,2010,70000,20,1399,68,260000
Maruti Swift Dzire VDi,2012,90000,19.3,1248,73.9,320000
Tata Nexon 1.2 Revotron XM,2018,35000,17,1198,108.5,700000
Volkswagen Polo Petrol Highline 1.2L,2012,80000,16.47,1198,73.9,415000
Maruti Swift Vdi BSIII,2008,120000,17.8,1248,75,260000
Tata Nano Cx,2011,80000,26,624,35,70000
Toyota Etios Liva G,2015,30000,17.71,1197,78.9,515000
Hyundai Verna 1.6 CRDi SX,2016,60000,23.9,1582,126.2,803999
Skoda Octavia L and K 1.9 TDI (MT),2007,200000,16.6,1896,122.4,275000
Ford EcoSport 1.5 TDCi Titanium BSIV,2017,101000,22.77,1498,98.59,934000
Ford Fiesta 1.4 Duratorq ZXI,2007,110000,17.8,1399,68,210000
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,136000,12.99,2494,100.6,1050000
Chevrolet Tavera B2 8 Seats BSIII,2011,250000,14.8,2499,80,650000
Chevrolet Cruze LTZ,2012,74000,17.3,1998,163.7,550000
Chevrolet Tavera Neo LT-L - 9 seats BSII,2010,265000,14.8,2499,80,285000
Honda Jazz 1.2 VX i VTEC,2015,22700,18.7,1199,88.7,700000
Hyundai Grand i10 Sportz,2016,45000,18.9,1197,82,525000
Maruti Eeco 5 Seater AC BSIV,2011,36000,15.37,1196,73,250000
Maruti Swift Dzire ZDI,2015,57000,26.59,1248,74,575000
Tata Tiago 1.05 Revotorq XZ,2018,33000,27.28,1047,69,540000
Maruti Ertiga VXI,2012,59000,16.02,1373,93.7,560000
Volkswagen Vento Diesel Highline,2012,200000,20.54,1598,103.6,380000
Ford Figo Petrol Titanium,2011,80000,15.6,1196,70,240000
Chevrolet Spark 1.0 LT LPG,2012,70000,13.2,995,60.2,300000
Datsun RediGO S,2018,50000,22.7,799,53.64,280000
Maruti Ritz VDi,2011,118000,21.1,1248,73.9,350000
Tata Indica Vista TDI LS,2014,250000,19.1,1405,70,110000
Tata Nexon 1.5 Revotorq XZ Plus,2018,20000,21.5,1497,108.5,980000
Tata Nexon 1.5 Revotorq XZ Plus,2018,21871,21.5,1497,108.5,969999
Mahindra KUV 100 mFALCON D75 K8,2016,120000,25.32,1198,77,357000
Tata Indica Vista TDI LX,2014,100000,19.1,1405,70,280000
Mahindra Bolero 2011-2019 ZLX,2012,50000,15.96,2523,62.1,430000
Maruti Alto 800 LXI Airbag,2015,70000,22.74,796,47.3,250000
Chevrolet Enjoy 1.3 TCDi LS 8,2016,80000,18.2,1248,73.74,525000
Tata Tiago 1.2 Revotron XZ,2018,25000,23.84,1199,84,500000
Mahindra Scorpio S5 BSIV,2019,60000,16.36,2179,120,1000000
Maruti Alto 800 LXI Optional,2017,25000,24.7,796,47.3,316000
Maruti Alto 800 VXI Optional,2018,50000,24.7,796,47.3,350000
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2018,14000,21.5,1497,108.5,950000
Maruti 800 AC,2005,55425,16.1,796,37,45000
Mahindra Bolero 2011-2019 SLX,2013,76000,15.96,2523,62.1,475000
Toyota Fortuner 2.8 4WD AT BSIV,2020,3000,15.04,2755,174.5,3200000
Mahindra TUV 300 T8,2016,139000,18.49,1493,100,600000
Volkswagen Vento 1.6 Highline,2014,100000,15.04,1598,103.2,430000
Hyundai Creta 1.6 CRDi SX,2015,60000,19.67,1582,126.2,965000
Skoda Rapid 1.6 MPI AT Elegance,2013,35000,14.3,1598,103.5,395000
Tata Sumo CX 9 Seater,2008,120000,12.2,1948,68,150000
Maruti Ertiga ZDI,2013,37659,20.77,1248,88.8,700000
Maruti Ritz VDi,2012,89000,23.2,1248,73.94,250000
Maruti Ertiga ZDI,2013,37500,20.77,1248,88.8,680000
Tata Tiago 1.2 Revotron XTA,2018,5000,23.84,1199,84,500000
Hyundai Grand i10 1.2 Kappa Asta,2013,21000,18.9,1197,81.86,420000
Maruti Alto K10 LXI,2017,10000,23.95,998,67.05,290000
Maruti Swift Dzire VDI,2017,30000,28.4,1248,74.02,750000
Maruti Eeco 7 Seater Standard BSIV,2015,19800,15.37,1196,73,300000
Maruti Ritz VDi,2011,90000,21.1,1248,73.9,250000
Honda Brio Exclusive Edition,2014,33033,19.4,1198,86.8,335000
Hyundai Grand i10 AT Asta,2015,63063,18.9,1197,82,465000
Maruti Wagon R LXI Minor,2007,70000,18.9,1061,67,100000
Maruti Wagon R LX BSIII,2007,80000,17.3,1061,64,100000
Maruti Ertiga VDI,2013,120000,20.77,1248,88.76,550000
Maruti Swift Dzire VDi,2012,120000,19.3,1248,73.9,341000
Hyundai Grand i10 1.2 CRDi Sportz,2017,50000,24,1186,73.97,600000
Honda City i DTEC VX,2014,167000,25.1,1498,98.6,650000
Chevrolet Spark 1.0 PS,2008,80000,16,995,63,75527
Tata Indigo CS eLX BS IV,2014,100000,25,1396,69.01,215000
Maruti Ciaz ZDi Plus SHVS,2017,60000,28.09,1248,88.5,650000
Renault Captur 1.5 Diesel RXT,2017,50000,20.37,1461,108.45,900000
Hyundai i20 Sportz 1.2,2014,17000,18.6,1197,81.83,500000
Maruti Baleno Delta 1.2,2017,46000,21.4,1197,83.1,550000
Maruti Swift VDI Optional,2015,60000,25.2,1248,74,475000
Maruti Wagon R LX,2006,198000,18.9,998,67.1,65000
Hyundai Xcent 1.1 CRDi SX,2015,60000,24.4,1120,71,425000
Toyota Corolla Altis Diesel D4DJ,2012,90000,21.43,1364,87.2,476999
Chevrolet Spark 1.0 LS,2011,40000,18,995,62,150000
Maruti Alto LXi,2011,90000,19.7,796,46.3,225000
Maruti Alto LXi,2010,80000,19.7,796,46.3,190000
Maruti Alto LX,2003,164000,19.7,796,46.3,100000
Mahindra Bolero SLE BSIII,2011,70000,13.6,2523,63,400000
Audi Q5 35TDI Premium Plus,2018,31800,17.01,1968,188,3975000
Honda CR-V 2.0L 2WD AT,2016,74000,13.7,1997,153.86,1350000
Lexus ES 300h,2019,20000,22.37,2487,214.56,5150000
Jaguar XF 2.0 Diesel Portfolio,2017,45000,19.33,1999,177,3200000
Jeep Wrangler 2016-2019 3.6 4X4,2017,17000,9.5,3604,280,4100000
Mahindra Thar CRDe AC,2018,12000,16.55,2498,105,900000
Toyota Camry 2.5 Hybrid,2016,68089,19.16,2494,157.7,2000000
Honda Jazz VX,2016,56494,18.2,1199,88.7,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,79328,12.99,2494,100.6,750000
Honda Amaze V CVT Petrol BSIV,2019,7032,19,1199,88.76,779000
BMW 5 Series 520d Sport Line,2018,10000,22.48,1995,187.74,4000000
Mercedes-Benz E-Class Exclusive E 200 BSIV,2019,17000,15,1991,194.4,5200000
Land Rover Discovery Sport TD4 SE,2019,21000,12.83,1999,148.31,4500000
Tata Hexa XE,2017,26500,17.6,2179,147.94,969999
Mercedes-Benz S-Class S 350 CDI,2017,37000,13.5,2987,254.79,6000000
Hyundai Grand i10 1.2 Kappa Magna AT,2016,45629,18.9,1197,81.86,475000
Hyundai Venue SX Plus Turbo DCT BSIV,2019,3500,18.15,998,118.35,1125000
Honda CR-V 2.4L 4WD AT AVN,2017,52000,12,2354,187.4,1650000
Mahindra Bolero Power Plus SLE,2019,35000,16.5,1493,70,740000
Mahindra KUV 100 G80 K2,2018,15000,18.15,1198,82,400000
Maruti Wagon R LXI Optional,2018,14000,20.51,998,67.04,430000
Mahindra XUV300 W8 Option BSIV,2019,20000,17,1197,110,1132000
Maruti Wagon R LXI BS IV,2017,68850,18.9,998,67.1,352000
Tata Tiago 1.2 Revotron XE,2016,45775,23.84,1199,84,252999
Chevrolet Spark 1.0 LT,2012,70000,16.2,995,62.1,80000
Maruti Wagon R LXI,2015,68203,21.79,998,67.05,313000
Hyundai Grand i10 SportZ Edition,2014,30000,18.9,1197,81.86,380000
Renault KWID RXL,2018,25000,25.17,799,53.3,350000
Renault Duster 85PS Diesel RxE,2016,90000,19.87,1461,83.8,600000
Tata Manza Aqua Quadrajet,2011,97343,18.8,1248,90,88000
Maruti Omni 8 Seater BSII,2008,70000,19.7,796,35,160000
Hyundai i10 Sportz,2014,31000,20.36,1197,78.9,290000
Mahindra Scorpio S4 7 Seater,2014,70000,15.4,2179,120,650000
Maruti Eeco CNG 5 Seater AC BSIV,2015,20000,21.94,1196,61.7,380000
Hyundai EON D Lite Plus,2014,62000,21.1,814,55.2,180000
Maruti 800 AC,2008,29000,16.1,796,37,75000
Tata Safari DICOR 2.2 LX 4x2,2012,82507,13.93,2179,138.03,132000
Chevrolet Beat LS,2010,60000,18.6,1199,79.4,110000
Maruti Alto K10 VXI,2018,10000,23.95,998,67.05,390000
Hyundai i20 Asta 1.2,2015,70000,18.6,1197,81.83,550000
Maruti 800 AC BSIII,2008,59400,16.1,796,37,70000
Hyundai EON Era Plus,2013,20000,21.1,814,55.2,275000
Maruti SX4 Vxi BSIII,2009,125876,15,1586,104.68,250000
Jeep Compass 1.4 Limited Plus BSIV,2019,5000,16,1368,160.77,2100000
Tata Sumo MKII GX BS IV,2011,90000,13.55,2179,118.35,250000
Isuzu D-Max V-Cross 4X4,2017,56800,12.4,2499,134,1250000
Audi A4 2.0 TDI,2014,60000,16.55,1968,147.51,1500000
Toyota Innova Crysta 2.5 VX BS IV,2011,60000,12.8,2494,102,800000
Toyota Fortuner 4x2 Manual,2014,150000,13,2982,168.5,1380000
Maruti Celerio VXI AT,2014,65204,23.1,998,67.04,325000
Hyundai Venue SX Plus Dual Tone Turbo DCT,2019,2286,18.15,998,118.35,1150000
Maruti Swift AMT ZXI,2018,15732,22,1197,81.8,655000
Mahindra Thar DI 4X4,2019,13000,18.06,2523,63,890000
Maruti Ignis 1.2 Zeta BSIV,2018,33000,20.89,1197,81.8,525000
Hyundai i10 Magna 1.1L,2014,100000,19.81,1086,68.05,300000
BMW 3 Series 320d GT Luxury Line,2017,39000,19.59,1995,187.74,2950000
BMW 5 Series 520d Luxury Line,2019,10000,18.12,1995,190,5200000
Honda City i VTEC VX,2018,28900,17.8,1497,117.3,925000
Honda City 1.5 S MT,2017,49523,17,1497,118,675000
Maruti Vitara Brezza VDi,2018,48000,24.3,1248,88.5,745000
Maruti Vitara Brezza ZDi,2018,17000,24.3,1248,88.5,835000
Volkswagen Polo 1.5 TDI Comfortline,2019,36800,20.14,1498,88,695000
Maruti Vitara Brezza LDi Option,2018,36521,24.3,1248,88.5,725000
Maruti Swift Dzire VXI 1.2 BS IV,2017,90000,22,1197,81.8,620000
Maruti Zen Classic,1998,80000,17.3,993,60,58000
Nissan Sunny Diesel XL,2014,71000,21.64,1461,84.8,335000
Mahindra XUV500 W6 2WD,2011,108000,16,2179,140,475000
Renault Duster 85PS Diesel RxL,2015,75000,19.87,1461,83.8,484999
Maruti Ciaz ZXi Plus,2015,33000,20.73,1373,91.1,610000
Hyundai Creta 1.6 CRDi SX Option,2015,50000,19.67,1582,126.2,1000000
Renault KWID Climber 1.0 MT BSIV,2019,35000,23.01,999,67,300000
Hyundai Creta 1.6 SX Option Executive,2018,15000,15.8,1591,121.3,1405000
Maruti Ciaz Delta BSIV,2018,22000,21.56,1462,103.25,650000
Hyundai Creta 1.6 CRDi SX,2015,108000,19.67,1582,126.2,850000
Audi Q5 3.0 TDI Quattro,2014,76131,13.22,2967,241.4,1850000
Hyundai i10 Magna,2012,40000,20.36,1197,78.9,267000
Hyundai EON Magna Plus,2013,47000,21.1,814,55.2,215000
Tata Hexa XT,2017,45000,17.6,2179,153.86,1282000
Maruti Alto 800 LX,2017,15000,24.7,796,47.3,282000
Toyota Innova 2.5 GX 8 STR,2012,90000,12.8,2494,102,610000
Mahindra Thar CRDe,2018,35000,16.55,2498,105,900000
Mahindra Scorpio 1.99 S4,2015,70000,15.4,1997,120,800000
Hyundai i20 Asta 1.4 CRDi,2013,110000,21.27,1396,88.76,380000
Mahindra Scorpio LX,2012,120000,12.05,2179,120,450000
Maruti SX4 Celebration Diesel,2011,120000,21.5,1248,88.8,242000
Renault KWID RXT,2017,35000,25.17,799,53.3,350000
Tata Tigor 1.2 Revotron XT,2018,22000,20.3,1199,84,400000
Maruti Wagon R VXI Optional,2017,70000,20.51,998,67.04,400000
Chevrolet Sail 1.3 LS,2013,56000,22.1,1248,74,246000
Tata Indigo CS LS (TDI) BS-III,2014,65000,19.09,1405,69.01,221000
Ford Endeavour 2.5L 4X2,2013,62000,13.1,2499,141,700000
Toyota Fortuner 4x4 AT,2016,52000,12.55,2982,168.5,1750000
Hyundai Xcent 1.2 CRDi SX,2017,49000,25.4,1186,73.97,550000
Maruti Ciaz VDi Plus SHVS,2015,50000,28.09,1248,88.5,550000
Maruti Swift VDI,2013,65000,28.4,1248,74,375000
Hyundai Xcent 1.1 CRDi Base,2015,55000,24.4,1120,71,391000
Mercedes-Benz B Class B200 CDI Sport,2015,35000,19.7,2143,134.1,2051000
Tata Aria Pure LX 4x2,2014,78000,15.05,2179,147.9,525000
Hyundai Verna CRDi SX,2007,58000,16.8,1493,110,212000
Chevrolet Beat Diesel LT,2011,56000,25.44,936,57.6,221000
Fiat Linea Emotion (Diesel),2010,61000,20.4,1248,91.7,265000
Renault Scala Diesel RxL,2013,61000,21.64,1461,84.8,399000
Hyundai Getz 1.5 CRDi GVS,2008,61000,17.1,1493,110,175000
Skoda Rapid 1.6 TDI Elegance,2011,64481,20.5,1598,103.5,411000
Volkswagen Vento Diesel Comfortline,2011,65000,20.54,1598,103.6,365000
BMW 5 Series 520d Sport Line,2009,80000,22.48,1995,187.74,975000
Nissan Sunny XV D,2015,61000,22.71,1461,84.8,499000
